carat,cut,color,clarity,depth,table,x,y,z,price,price_cat
0.74,Good,E,VS2,63.5,56,5.75,5.8,3.67,3163,2400-3200
0.78,Good,F,VS1,64,54,5.86,5.82,3.74,3163,2400-3200
0.79,Ideal,F,SI1,61.3,56,5.96,6.01,3.67,3163,2400-3200
0.73,Ideal,H,VS2,61.4,55,5.79,5.82,3.56,3164,2400-3200
0.73,Ideal,H,VS2,61,56,5.83,5.88,3.57,3164,2400-3200
1,Fair,H,SI2,63.7,54,6.42,6.27,4.06,3164,2400-3200
0.7,Ideal,G,VVS1,62.8,57,5.63,5.68,3.55,3165,2400-3200
0.92,Premium,H,SI1,60.7,59,6.34,6.25,3.82,3165,2400-3200
0.77,Very Good,D,SI1,60.3,58,5.89,5.96,3.57,3166,2400-3200
0.73,Good,F,VVS2,58.2,63,5.87,6.01,3.46,3166,2400-3200
0.87,Fair,I,VS2,57.3,59,6.29,6.44,3.65,3166,2400-3200
1.01,Premium,H,I1,58.1,59,6.66,6.6,0,3167,2400-3200
0.71,Ideal,G,VVS1,62.1,56,5.72,5.84,3.59,3167,2400-3200
0.72,Ideal,H,VS1,61.8,55,5.78,5.81,3.58,3167,2400-3200
0.7,Ideal,E,VS1,62.6,55,5.66,5.69,3.55,3167,2400-3200
0.79,Ideal,H,SI1,61.4,56,5.93,5.96,3.65,3167,2400-3200
0.85,Ideal,E,SI1,61.8,54,6.1,6.14,3.78,3167,2400-3200
0.7,Ideal,H,IF,62.2,55,5.68,5.71,3.54,3167,2400-3200
0.72,Premium,F,VS1,62.2,57,5.74,5.67,3.55,3167,2400-3200
1.01,Fair,H,SI2,64.5,54,6.26,6.15,4,3167,2400-3200
1.01,Very Good,H,I1,63.2,58,6.39,6.33,4.02,3167,2400-3200
1.08,Ideal,F,I1,61.8,56,6.64,6.62,4.1,3168,2400-3200
1.23,Ideal,H,I1,61.6,55,6.92,6.87,4.25,3168,2400-3200
0.91,Very Good,J,SI2,62.4,61,6.13,6.2,3.85,3169,2400-3200
0.79,Ideal,F,SI1,61.2,56,5.96,6.01,3.66,3169,2400-3200
0.77,Ideal,F,SI1,61.4,55,5.93,5.95,3.65,3169,2400-3200
0.76,Very Good,G,VS2,61.1,57,5.84,5.95,3.6,3170,2400-3200
0.92,Very Good,J,SI1,62.6,58,6.18,6.22,3.88,3170,2400-3200
0.92,Ideal,J,SI1,62.3,56,6.24,6.29,3.9,3170,2400-3200
0.76,Ideal,E,SI1,61.8,57,5.84,5.87,3.62,3170,2400-3200
0.75,Ideal,E,SI1,62.1,55,5.81,5.85,3.62,3170,2400-3200
0.74,Premium,F,VS1,61.7,57,5.85,5.79,3.59,3170,2400-3200
0.74,Ideal,F,VS1,62.3,56,5.79,5.76,3.6,3170,2400-3200
1.09,Fair,F,SI2,66.3,56,6.47,6.39,4.27,3170,2400-3200
0.74,Ideal,F,VS1,61.7,56,5.83,5.78,3.58,3170,2400-3200
0.74,Ideal,F,VS1,62.3,57,5.79,5.77,3.6,3170,2400-3200
0.74,Ideal,F,VS2,62.1,56,5.79,5.83,3.61,3171,2400-3200
0.83,Very Good,G,SI1,62.3,58,5.97,6.01,3.73,3171,2400-3200
0.83,Ideal,H,VS2,61.6,55,6.04,6.08,3.73,3171,2400-3200
0.78,Ideal,G,VS2,62.2,57,5.87,5.9,3.66,3171,2400-3200
0.75,Ideal,G,SI1,61.8,55,5.81,5.84,3.6,3171,2400-3200
0.83,Ideal,G,SI1,61.8,55,6.05,6.09,3.75,3171,2400-3200
0.79,Ideal,E,SI1,60.3,56,5.99,6.05,3.63,3171,2400-3200
1.03,Ideal,H,I1,61.5,57,6.48,6.52,4,3172,2400-3200
1.03,Premium,H,I1,61.1,60,6.46,6.51,3.96,3172,2400-3200
1.03,Ideal,H,SI2,62.4,57,6.43,6.36,4,3172,2400-3200
0.7,Ideal,G,VS2,62.7,54,5.65,5.7,3.65,3172,2400-3200
0.7,Ideal,E,VS2,62.2,55,5.64,5.67,3.52,3172,2400-3200
0.84,Fair,F,VS2,65,57.2,5.83,5.87,3.81,3172,2400-3200
0.93,Fair,G,SI2,66.1,58.1,6,6.04,3.98,3172,2400-3200
0.7,Very Good,E,SI1,63.9,57,5.55,5.66,3.58,3173,2400-3200
1.01,Premium,G,SI2,60.1,58,6.54,6.39,3.89,3173,2400-3200
0.8,Ideal,D,SI2,61.5,58,5.97,6,3.68,3173,2400-3200
1.01,Fair,G,SI2,68.5,63,6.08,6,4.14,3173,2400-3200
0.92,Premium,H,SI2,60.4,59,6.36,6.33,3.83,3174,2400-3200
0.71,Very Good,F,VS1,62.9,55,5.68,5.71,3.58,3175,2400-3200
0.7,Ideal,H,VVS1,60.2,57,5.78,5.82,3.49,3175,2400-3200
0.9,Ideal,J,VS1,62.5,55,6.18,6.14,3.85,3175,2400-3200
0.7,Premium,E,VS1,62.9,61,5.65,5.57,3.53,3175,2400-3200
0.9,Premium,G,SI2,61.9,61,6.13,6.06,3.77,3175,2400-3200
0.9,Premium,J,VS1,62.3,56,6.23,6.19,3.87,3175,2400-3200
0.7,Good,E,VS1,63.6,58,5.67,5.62,3.59,3175,2400-3200
1,Fair,J,SI1,65.3,57,6.33,6.12,4.08,3175,2400-3200
1.5,Fair,H,I1,69.3,61,6.99,6.81,4.78,3175,2400-3200
0.9,Very Good,I,SI1,61.8,58,6.2,6.26,3.85,3176,2400-3200
0.9,Good,I,SI1,63.5,59,6.05,6.1,3.86,3176,2400-3200
0.77,Ideal,G,VS1,62.4,54,5.89,5.93,3.69,3176,2400-3200
0.32,Ideal,F,SI2,61.7,56,4.41,4.44,2.73,561,<=800
0.32,Premium,G,VS2,62.5,58,4.36,4.38,2.73,561,<=800
0.32,Ideal,G,VS2,62,57,4.39,4.41,2.73,561,<=800
0.32,Ideal,H,VS1,61.8,55,4.41,4.42,2.73,561,<=800
0.32,Ideal,G,VS2,61.5,57,4.4,4.41,2.71,561,<=800
0.32,Very Good,H,VS1,63,55,4.4,4.42,2.78,561,<=800
0.32,Premium,I,VVS2,62.1,59,4.35,4.38,2.71,561,<=800
0.32,Very Good,I,VVS2,63,57,4.33,4.37,2.74,561,<=800
0.32,Very Good,G,VS2,62.8,58,4.31,4.35,2.72,561,<=800
0.32,Premium,G,VS2,60.8,59,4.41,4.44,2.69,561,<=800
0.32,Premium,G,VS2,61.1,58,4.42,4.45,2.71,561,<=800
0.32,Very Good,G,VS2,59.9,57,4.47,4.51,2.69,561,<=800
0.32,Very Good,H,VS1,62.8,58,4.35,4.37,2.74,561,<=800
0.32,Very Good,E,SI1,62.2,58,4.36,4.39,2.72,561,<=800
0.32,Premium,E,SI1,62.3,58,4.37,4.4,2.73,561,<=800
0.4,Good,H,SI2,63.8,57,4.67,4.7,2.99,561,<=800
0.32,Premium,G,VS2,61.5,60,4.36,4.39,2.69,561,<=800
0.32,Premium,G,VS2,60.7,58,4.38,4.42,2.67,561,<=800
0.32,Premium,G,VS2,61.5,59,4.4,4.42,2.71,561,<=800
0.32,Ideal,G,VS2,61.4,57,4.39,4.4,2.7,561,<=800
0.32,Ideal,G,VS2,62,57,4.37,4.4,2.72,561,<=800
0.32,Ideal,E,SI1,61.8,55,4.42,4.45,2.74,561,<=800
0.32,Ideal,H,VS1,61.1,56,4.44,4.46,2.72,561,<=800
0.32,Ideal,G,VS2,62.5,56,4.38,4.42,2.75,561,<=800
0.32,Very Good,H,VS1,62.8,55,4.35,4.41,2.75,561,<=800
0.32,Ideal,G,VS2,61.8,55,4.41,4.43,2.73,561,<=800
0.32,Premium,G,VS2,61.2,59,4.38,4.41,2.69,561,<=800
0.32,Very Good,G,VS2,62,59,4.37,4.41,2.72,561,<=800
0.26,Very Good,F,VVS1,61.3,58,4.13,4.16,2.54,562,<=800
0.31,Ideal,G,VS2,61.7,55,4.37,4.39,2.7,562,<=800
0.7,Ideal,E,VS2,61.1,56,5.73,5.76,3.51,3176,2400-3200
0.72,Ideal,D,SI2,60.5,57,5.82,5.89,3.54,3176,2400-3200
0.7,Very Good,E,VS1,63.8,57,5.61,5.65,3.59,3177,2400-3200
0.74,Ideal,D,VS2,61.1,54,5.86,5.89,3.59,3177,2400-3200
0.67,Very Good,G,VVS1,62,56,5.6,5.62,3.48,3178,2400-3200
0.74,Ideal,H,VS2,62.2,55,5.83,5.81,3.62,3178,2400-3200
0.72,Ideal,G,VVS2,62.6,56,5.7,5.74,3.58,3179,2400-3200
0.72,Ideal,D,VS2,60.8,56,5.8,5.84,3.54,3179,2400-3200
0.72,Ideal,D,VS2,62.1,57,5.69,5.75,3.55,3179,2400-3200
0.72,Ideal,D,VS2,62.8,57,5.68,5.73,3.58,3179,2400-3200
0.81,Good,D,SI1,63.9,58,5.9,5.85,3.75,3179,2400-3200
1.5,Good,G,I1,57.4,62,7.56,7.39,4.29,3179,2400-3200
0.74,Very Good,E,VS2,61.8,58,5.79,5.82,3.59,3180,2400-3200
0.93,Very Good,J,VS2,61.1,59,6.32,6.34,3.87,3180,2400-3200
0.87,Very Good,H,SI1,62.2,57,6.05,6.11,3.78,3180,2400-3200
0.72,Ideal,H,VVS1,60.8,58,5.77,5.8,3.52,3180,2400-3200
0.72,Ideal,H,VVS1,61.8,55,5.74,5.78,3.56,3180,2400-3200
0.72,Ideal,H,VVS1,61.5,57,5.74,5.76,3.54,3180,2400-3200
0.91,Fair,H,SI1,64.4,60,6.1,6.07,3.92,3180,2400-3200
0.91,Fair,H,SI1,64.8,57,6.12,6.07,3.95,3180,2400-3200
0.91,Premium,H,SI1,62.2,56,6.23,6.18,3.86,3180,2400-3200
0.91,Very Good,J,SI2,62,56,6.18,6.23,3.85,3181,2400-3200
0.95,Premium,G,SI2,62.6,58,6.22,6.18,3.88,3181,2400-3200
0.63,Ideal,E,VVS1,61.1,58,5.49,5.54,3.37,3181,2400-3200
0.92,Ideal,J,SI1,61.7,57,6.21,6.26,3.85,3181,2400-3200
0.95,Premium,G,SI2,59.8,60,6.36,6.34,3.8,3181,2400-3200
0.8,Ideal,I,VVS1,61.7,56,5.98,5.92,3.67,3181,2400-3200
0.73,Very Good,D,VS2,63.5,58,5.68,5.72,3.62,3182,2400-3200
0.73,Ideal,D,VS2,62.1,56,5.77,5.8,3.59,3182,2400-3200
0.73,Ideal,G,VVS2,61.9,56,5.74,5.81,3.61,3183,2400-3200
0.73,Ideal,G,VVS2,62.2,55,5.74,5.77,3.58,3183,2400-3200
0.72,Very Good,E,SI1,63.3,56,5.67,5.71,3.6,3183,2400-3200
1.11,Premium,I,I1,61.8,59,6.65,6.58,4.09,3183,2400-3200
0.85,Ideal,H,SI1,60.8,57,6.13,6.18,3.74,3183,2400-3200
0.76,Ideal,G,VS2,61.5,55,5.92,5.88,3.63,3183,2400-3200
0.7,Premium,D,VS1,60.9,60,5.75,5.71,3.49,3183,2400-3200
0.73,Very Good,E,VS2,62.9,58,5.7,5.75,3.6,3184,2400-3200
0.78,Ideal,G,VS2,61.7,55,5.94,5.89,3.65,3184,2400-3200
0.7,Ideal,H,VS1,61.2,55,5.71,5.76,3.51,3185,2400-3200
0.7,Ideal,H,VS1,61,56,5.75,5.79,3.51,3185,2400-3200
0.7,Ideal,H,VS1,61.7,57,5.66,5.7,3.5,3185,2400-3200
0.79,Ideal,D,SI1,61.2,56,6.02,5.95,3.66,3185,2400-3200
0.72,Premium,G,IF,60.1,58,5.89,5.86,3.53,3185,2400-3200
0.9,Fair,E,SI2,57.5,68,6.37,6.33,3.65,3187,2400-3200
0.96,Premium,J,SI1,62.9,59,6.3,6.22,3.94,3187,2400-3200
0.9,Very Good,E,SI2,63.4,56,6.15,5.99,3.85,3187,2400-3200
1.03,Good,J,SI2,56.2,62,6.69,6.73,3.77,3188,2400-3200
0.9,Very Good,J,VS1,62.5,56,6.11,6.21,3.85,3188,2400-3200
0.75,Good,G,VVS1,58.4,56,5.98,6.06,3.52,3188,2400-3200
0.77,Ideal,E,SI1,61.6,57,5.87,5.91,3.63,3189,2400-3200
0.91,Very Good,G,SI2,60.3,59,6.23,6.28,3.77,3189,2400-3200
0.85,Ideal,E,SI2,62.8,57,6.06,6.01,3.79,3189,2400-3200
0.71,Ideal,H,VS2,61.9,55,5.74,5.77,3.56,3189,2400-3200
0.74,Ideal,E,VS2,59.5,57,5.92,5.94,3.53,3189,2400-3200
0.73,Ideal,D,SI1,61.8,56,5.8,5.76,3.57,3189,2400-3200
0.73,Ideal,D,SI1,61.9,56,5.8,5.77,3.58,3189,2400-3200
1.01,Premium,J,VS2,62.4,60,6.45,6.35,3.99,3190,2400-3200
0.71,Ideal,H,IF,62,54,5.71,5.75,3.55,3190,2400-3200
0.89,Premium,G,SI1,61.1,58,6.24,6.17,3.79,3190,2400-3200
0.92,Premium,I,SI1,62.9,60,6.18,6.13,3.87,3190,2400-3200
1.01,Fair,J,VS2,65.8,55,6.29,6.24,4.12,3190,2400-3200
0.7,Ideal,G,VVS2,60.6,56,5.69,5.82,3.49,3191,2400-3200
0.7,Ideal,G,VVS2,60.3,57,5.75,5.83,3.49,3191,2400-3200
0.7,Ideal,F,VVS2,62,55,5.71,5.67,3.53,3191,2400-3200
0.71,Ideal,E,VS2,62.1,57,5.71,5.75,3.56,3191,2400-3200
0.71,Ideal,E,VS2,62,57,5.71,5.74,3.55,3191,2400-3200
0.8,Ideal,E,VS2,61.4,55,5.96,5.99,3.67,3192,2400-3200
0.71,Ideal,D,VS1,62.2,55,5.71,5.74,3.56,3192,2400-3200
0.75,Ideal,E,VS2,60.2,57,5.93,5.9,3.56,3192,2400-3200
0.71,Very Good,E,VS1,62.1,60,5.65,5.71,3.53,3192,2400-3200
0.71,Very Good,E,VS1,61.5,57,5.74,5.77,3.54,3192,2400-3200
0.81,Ideal,G,SI1,62.2,57,5.97,6.02,3.73,3192,2400-3200
0.76,Ideal,E,VS2,61.5,56,5.92,5.89,3.63,3192,2400-3200
0.91,Good,H,VS2,63.8,59,5.99,5.96,3.82,3192,2400-3200
1,Good,H,SI2,62,64,6.43,6.29,3.94,3192,2400-3200
0.76,Premium,E,VS2,60.1,59,6.01,5.97,3.6,3192,2400-3200
1,Fair,H,SI2,64.4,57,6.35,6.29,4.07,3192,2400-3200
0.81,Premium,G,VS2,61.4,60,6.02,5.99,3.69,3193,2400-3200
0.73,Ideal,F,VVS2,62.2,54,5.8,5.75,3.59,3193,2400-3200
0.9,Good,J,VVS2,57.4,61,6.42,6.37,3.67,3193,2400-3200
0.7,Good,D,VS1,60.4,63,5.68,5.74,3.45,3193,2400-3200
0.81,Premium,G,VS2,62.9,58,5.94,5.88,3.72,3193,2400-3200
0.9,Good,H,SI2,63.6,60,6.11,6.06,3.87,3193,2400-3200
0.54,Premium,D,VVS1,61.4,57.5,5.25,5.28,3.23,3194,2400-3200
0.83,Very Good,G,VS2,62.7,58,5.97,6.03,3.76,3195,2400-3200
0.73,Ideal,D,SI1,62.4,53,5.79,5.82,3.62,3195,2400-3200
0.71,Ideal,G,VS1,62.3,54,5.68,5.72,3.55,3195,2400-3200
0.8,Ideal,D,SI1,61.7,56,5.96,6,3.69,3195,2400-3200
0.83,Good,G,VS2,63.7,60.9,5.84,5.92,3.75,3195,2400-3200
0.91,Very Good,F,SI1,63.5,58,6.15,6.1,3.89,3195,2400-3200
0.91,Very Good,F,SI1,63.3,60,6.1,6.06,3.85,3195,2400-3200
0.6,Ideal,F,VVS2,61.5,57,5.42,5.45,3.34,3196,2400-3200
0.9,Good,I,SI1,63,53,6.08,6.15,3.85,3196,2400-3200
0.91,Ideal,F,SI2,61.7,55,6.27,6.2,3.85,3196,2400-3200
0.9,Very Good,J,VS1,62.9,56,6.13,6.18,3.87,3197,2400-3200
0.51,Ideal,E,VVS1,61.3,56,5.13,5.21,3.17,3197,2400-3200
0.77,Very Good,G,VS1,61.1,54,5.91,5.94,3.62,3197,2400-3200
1.01,Fair,F,SI1,66.1,60,6.15,6.13,4.06,3197,2400-3200
0.83,Premium,F,SI1,62,59,6.04,5.99,3.73,3198,2400-3200
0.73,Ideal,E,VS2,62.2,59,5.74,5.77,3.58,3198,2400-3200
0.71,Ideal,E,VS1,61.4,59,5.71,5.75,3.52,3198,2400-3200
0.71,Ideal,E,VS1,62.3,56,5.66,5.7,3.54,3198,2400-3200
0.83,Ideal,F,SI1,62.1,55,6.05,6,3.74,3198,2400-3200
0.7,Premium,E,VS2,61,59,5.74,5.7,3.49,3199,2400-3200
1,Fair,J,SI2,56.3,64,6.58,6.54,3.69,3199,2400-3200
0.71,Ideal,F,VS1,62.6,57,5.7,5.73,3.58,3199,2400-3200
0.71,Ideal,F,VS1,61.1,56,5.71,5.74,3.5,3199,2400-3200
1.02,Very Good,E,I1,60.6,63,6.52,6.46,3.93,3199,2400-3200
0.7,Ideal,F,VS1,62.4,56,5.67,5.65,3.53,3199,2400-3200
0.7,Ideal,D,SI1,61.7,57,5.76,5.73,3.54,3199,2400-3200
1.02,Premium,H,I1,62.5,60,6.41,6.39,4,3199,2400-3200
0.73,Very Good,F,VS1,62,57,5.73,5.75,3.56,3200,>=3200
0.74,Ideal,F,VS2,62.1,56,5.83,5.79,3.61,3200,>=3200
0.9,Ideal,E,SI2,62.6,56,6.15,6.06,3.82,3200,>=3200
0.9,Good,H,SI1,63.8,57,6.07,6.13,3.89,3201,>=3200
0.7,Ideal,E,VS2,60.5,59,5.72,5.75,3.47,3201,>=3200
0.7,Ideal,E,VS2,61.1,59,5.67,5.73,3.48,3201,>=3200
0.73,Ideal,E,VS2,62.4,57,5.75,5.79,3.6,3201,>=3200
0.84,Ideal,I,VS1,61.4,57,6.03,6.09,3.72,3201,>=3200
0.76,Ideal,F,VS2,61,55,5.92,5.89,3.6,3201,>=3200
0.71,Very Good,D,VS2,59.7,55,5.85,5.88,3.5,3203,>=3200
1.04,Good,H,I1,63.9,58,6.35,6.42,4.08,3203,>=3200
1.04,Very Good,H,I1,61.6,61,6.45,6.47,3.98,3203,>=3200
0.7,Very Good,F,VVS1,63.3,62,5.67,5.57,3.56,3204,>=3200
0.7,Premium,F,VVS1,63,60,5.62,5.59,3.53,3204,>=3200
1.02,Ideal,G,SI2,62.3,56,6.39,6.35,3.97,3204,>=3200
1.04,Good,J,SI2,63.8,56,6.36,6.32,4.05,3204,>=3200
0.7,Very Good,F,VVS2,60.5,60,5.7,5.73,3.46,3205,>=3200
1.11,Premium,H,I1,61,59,6.61,6.67,4.05,3205,>=3200
0.7,Ideal,G,VVS2,60.8,56,5.75,5.79,3.51,3205,>=3200
0.7,Ideal,G,VVS2,61,56,5.74,5.77,3.51,3205,>=3200
0.71,Fair,F,IF,58.7,62,5.87,5.81,3.43,3205,>=3200
0.9,Premium,D,SI2,62.7,59,6.2,6.14,3.87,3205,>=3200
0.9,Fair,D,SI2,65.9,59,6,5.95,3.94,3205,>=3200
0.9,Fair,D,SI2,66,58,6,5.97,3.95,3205,>=3200
0.9,Fair,D,SI2,64.7,54,6.1,6.04,3.93,3205,>=3200
0.9,Fair,D,SI2,65.7,60,5.98,5.93,3.91,3205,>=3200
0.9,Fair,D,SI2,64.7,59,6.09,5.99,3.91,3205,>=3200
0.9,Premium,D,SI2,59,61,6.32,6.28,3.72,3205,>=3200
0.72,Premium,D,VS2,60.6,57,5.82,5.79,3.52,3205,>=3200
0.75,Premium,E,VS2,61.8,58,5.83,5.85,3.61,3206,>=3200
0.75,Ideal,E,VS2,61.7,56,5.84,5.86,3.61,3206,>=3200
0.75,Very Good,E,VS2,62.8,55,5.77,5.79,3.63,3206,>=3200
0.58,Ideal,D,VVS1,60.6,57,5.38,5.41,3.27,3206,>=3200
0.7,Ideal,G,VS1,61.2,56,5.71,5.75,3.5,3206,>=3200
0.7,Ideal,G,VS1,61.4,55,5.71,5.76,3.53,3206,>=3200
0.7,Good,F,VVS1,59.9,62,5.69,5.74,3.42,3206,>=3200
0.83,Very Good,F,SI1,63,55,5.95,5.96,3.75,3207,>=3200
0.83,Ideal,D,SI2,62.1,56,6,6.04,3.74,3207,>=3200
1.01,Ideal,J,SI1,62.1,54,6.48,6.4,4,3207,>=3200
0.77,Very Good,H,VVS2,61.1,56,5.89,5.92,3.61,3208,>=3200
0.7,Very Good,G,VVS1,62.4,59,5.63,5.66,3.52,3208,>=3200
0.7,Very Good,D,VS1,60.1,60,5.73,5.76,3.45,3208,>=3200
0.9,Very Good,H,SI2,61.5,59,6.15,6.2,3.8,3208,>=3200
0.93,Very Good,J,VS2,63.3,61,6.19,6.14,3.9,3208,>=3200
0.8,Very Good,H,VS1,61.7,62,5.89,5.94,3.65,3209,>=3200
0.9,Very Good,I,VS2,62.5,57,6.12,6.2,3.85,3209,>=3200
0.73,Ideal,G,VS1,60.8,56.4,5.81,5.86,3.55,3209,>=3200
0.79,Ideal,D,SI1,61.1,57,5.94,6,3.65,3209,>=3200
0.8,Ideal,D,SI2,61.9,54,5.95,6,3.7,3210,>=3200
0.7,Premium,D,VVS2,61.5,60,5.71,5.64,3.49,3210,>=3200
0.71,Ideal,G,VVS1,62.6,56,5.65,5.69,3.55,3210,>=3200
0.79,Ideal,F,SI1,60.8,55,5.98,6.05,3.66,3210,>=3200
0.9,Premium,F,SI2,62.6,62,6.06,6.01,3.78,3210,>=3200
0.9,Good,F,SI2,64.3,57,6.16,6.06,3.93,3210,>=3200
0.9,Premium,F,SI2,61.9,62,6.12,6.07,3.77,3210,>=3200
0.91,Good,J,VS1,64.2,60,6.01,5.95,3.84,3210,>=3200
0.91,Fair,F,SI2,64.9,56,6.08,6.05,3.94,3210,>=3200
0.9,Very Good,I,SI1,63.1,54,6.13,6.16,3.88,3211,>=3200
0.73,Premium,F,VS1,60.7,61,5.79,5.75,3.5,3211,>=3200
0.73,Ideal,F,VS1,62.6,56,5.73,5.71,3.58,3211,>=3200
0.77,Premium,F,VS1,59.5,58,5.96,5.94,3.54,3211,>=3200
0.82,Premium,E,SI1,61.2,61,5.98,5.95,3.65,3211,>=3200
0.61,Ideal,E,VVS1,59.9,61,5.5,5.55,3.31,3212,>=3200
0.71,Ideal,D,VS2,62.7,57,5.7,5.75,3.59,3212,>=3200
0.71,Ideal,E,VS1,61.9,54,5.74,5.76,3.56,3212,>=3200
0.71,Ideal,E,VS1,62.3,54,5.69,5.73,3.56,3212,>=3200
0.76,Ideal,G,SI1,61.2,57,5.85,5.9,3.59,3212,>=3200
0.81,Premium,E,SI1,60.8,59,5.99,5.95,3.63,3213,>=3200
0.78,Ideal,D,SI1,61.1,57,5.95,5.97,3.64,3214,>=3200
0.7,Premium,D,VS1,62.9,59,5.72,5.66,3.58,3214,>=3200
0.95,Good,D,SI2,56.5,61,6.53,6.5,3.68,3214,>=3200
0.92,Ideal,J,VS2,61.1,57,6.31,6.22,3.83,3215,>=3200
0.96,Fair,I,VS2,56.1,60,6.62,6.58,3.7,3215,>=3200
0.96,Premium,G,SI2,62.7,60,6.29,6.11,3.89,3215,>=3200
1.1,Premium,J,SI2,60,58,6.77,6.66,4.03,3216,>=3200
1.1,Ideal,I,SI2,61.7,56,6.65,6.6,4.09,3216,>=3200
0.71,Very Good,E,VS2,60.7,58,5.73,5.81,3.5,3217,>=3200
0.71,Premium,D,VS2,59.2,59,5.8,5.86,3.45,3217,>=3200
0.71,Ideal,D,VS2,62.5,55,5.71,5.74,3.58,3217,>=3200
0.71,Very Good,D,VS2,62.4,59,5.68,5.73,3.56,3217,>=3200
1,Very Good,I,SI2,62.4,63,6.35,6.44,3.99,3217,>=3200
0.9,Very Good,F,SI2,62.8,54,6.05,6.15,3.83,3217,>=3200
0.64,Ideal,F,VVS2,60.9,56,5.57,5.59,3.4,3217,>=3200
0.71,Ideal,E,VS2,60.3,56,5.8,5.84,3.51,3217,>=3200
0.77,Premium,F,VS2,62.1,59,5.85,5.87,3.64,3218,>=3200
0.52,Ideal,D,VVS1,62,57,5.15,5.17,3.2,3218,>=3200
0.71,Very Good,F,VS1,60.6,60,5.68,5.73,3.46,3218,>=3200
0.9,Good,E,SI2,62,63,6.09,6.14,3.79,3218,>=3200
0.77,Ideal,E,SI1,61.6,57,5.91,5.87,3.63,3218,>=3200
1.18,Very Good,E,I1,59.9,63,6.8,6.85,4.09,3219,>=3200
0.72,Very Good,F,VS1,63.3,57,5.68,5.75,3.62,3219,>=3200
0.72,Very Good,F,VS1,62.8,58,5.7,5.73,3.59,3219,>=3200
0.72,Very Good,F,VS1,63.3,58,5.66,5.71,3.6,3219,>=3200
0.72,Ideal,D,VS2,62.7,56,5.71,5.78,3.6,3219,>=3200
0.72,Ideal,D,VS2,62.7,56,5.65,5.71,3.56,3219,>=3200
0.9,Very Good,I,SI1,62.6,58,6.08,6.15,3.83,3220,>=3200
0.9,Very Good,I,SI1,60.5,58,6.22,6.27,3.78,3220,>=3200
0.75,Very Good,F,VS1,60.9,59,5.83,5.87,3.56,3220,>=3200
0.73,Ideal,H,VVS1,62.1,56,5.75,5.8,3.59,3220,>=3200
1.15,Premium,H,SI2,60.4,58,6.8,6.75,4.09,3220,>=3200
0.71,Very Good,D,VS2,63.1,58,5.67,5.7,3.59,3222,>=3200
0.71,Ideal,D,VS2,61.4,57,5.73,5.77,3.53,3222,>=3200
0.51,Ideal,D,VVS2,61.3,56,5.14,5.15,3.16,3223,>=3200
0.72,Ideal,E,VS2,61.3,57,5.76,5.79,3.54,3223,>=3200
0.82,Premium,I,IF,61.2,60,6.03,5.99,3.68,3224,>=3200
1.01,Premium,H,SI1,62.9,58,6.38,6.34,4,3224,>=3200
0.9,Very Good,J,SI1,63.6,57,6.07,6.1,3.87,3225,>=3200
0.68,Good,G,VVS1,61.9,55,5.63,5.68,3.5,3225,>=3200
0.9,Premium,G,SI2,61.3,55,6.18,6.12,3.77,3226,>=3200
0.74,Very Good,F,VS1,61.7,57,5.79,5.85,3.59,3226,>=3200
0.74,Ideal,F,VS1,62.3,56,5.76,5.79,3.6,3226,>=3200
0.73,Very Good,E,VS1,62.3,58,5.72,5.74,3.57,3226,>=3200
0.8,Premium,D,SI1,59.4,55,6.06,6.02,3.59,3226,>=3200
0.9,Good,G,SI1,57.7,62,6.29,6.23,3.61,3226,>=3200
0.9,Fair,H,VS2,65.5,57,6.05,6.01,3.95,3226,>=3200
0.72,Ideal,F,VS2,61.1,56,5.92,5.8,3.55,3226,>=3200
0.51,Ideal,E,VVS1,61.3,56,5.21,5.13,3.17,3226,>=3200
0.86,Very Good,H,SI1,59.7,59,6.14,6.23,3.69,3228,>=3200
0.65,Ideal,D,VVS2,61.4,60,5.54,5.57,3.41,3228,>=3200
0.74,Premium,E,VS2,62.7,58,5.77,5.72,3.6,3228,>=3200
0.72,Very Good,F,VS1,62.2,57,5.7,5.74,3.56,3229,>=3200
0.7,Premium,D,VS1,61.6,60,5.63,5.6,3.46,3229,>=3200
0.7,Ideal,D,VS1,62.9,57,5.67,5.61,3.55,3229,>=3200
0.71,Ideal,H,VS1,61.8,55,5.72,5.77,3.55,3229,>=3200
0.71,Ideal,H,VS1,61.7,55,5.73,5.75,3.54,3229,>=3200
0.71,Ideal,H,VS1,60.8,57,5.74,5.79,3.51,3229,>=3200
0.71,Ideal,H,VS1,61.4,56,5.74,5.78,3.54,3229,>=3200
0.96,Premium,I,SI2,62.7,58,6.24,6.2,3.9,3229,>=3200
0.91,Good,H,SI1,63.7,60,6.16,6.09,3.9,3229,>=3200
0.79,Premium,E,VS2,59.4,60,6.08,6.05,3.6,3230,>=3200
1.03,Ideal,H,I1,61.5,57,6.52,6.48,4,3230,>=3200
0.81,Premium,F,SI1,61,59,6.01,5.99,3.66,3230,>=3200
0.75,Good,E,VS1,63.1,55,5.8,5.83,3.67,3231,>=3200
0.81,Ideal,E,VS2,60.4,57,6.02,6.06,3.65,3231,>=3200
0.9,Very Good,J,VS1,62.3,56,6.19,6.23,3.87,3231,>=3200
